id,KNDC1,QPRT,BRDT,MYO1G,LGALS4,XIST,SPRY2,PRDM16,SLA2,ZNF418,ALPK3,BHMT2,HOXB13,ENO3,C3orf30,TMEM108,SDR42E1,ZNF597,DDX43,OLFM1
Sample.123,1.9106,8.8175,3.4139,9.7648,2.3616,11.5303,6.8172,9.8486,7.0225,5.7396,10.723,8.2861,0,10.0137,2.5433,6.9153,6.4863,4.7293,3.5896,6.2517
Sample.124,8.8863,7.2538,0,9.0002,1.5496,12.1534,9.2352,6.3281,6.1698,3.3211,7.3871,2.5406,3.0684,4.6118,0,6.8134,7.8657,6.4122,3.8572,6.9433
Sample.125,7.508,7.5681,9.6537,10.4669,4.7622,13.5217,8.919,7.6187,7.9191,6.4772,8.0723,3.4169,6.346,5.0838,0,9.4229,7.3371,6.0831,3.5421,8.2433
Sample.126,6.6809,9.7851,0,5.0919,4.0859,2.6441,10.2173,5.9426,2.9726,5.7418,8.3603,10.3098,0,8.395,3.4949,8.7792,8.4336,5.23,6.8258,5.7107
Sample.127,5.1443,10.7257,0,7.4333,4.7541,0,8.3608,3.3534,5.2112,5.3059,10.3474,3.6707,4.4004,5.5577,0,6.7919,4.5106,3.5725,3.0949,6.141
Sample.128,4.3543,6.9608,0,9.6151,1.4861,1.6606,8.4969,4.5883,8.1041,4.5666,10.934,6.3899,0.7828,4.7125,0,6.0723,7.026,5.7729,7.6009,5.8379
Sample.129,6.145,9.5844,0,9.5235,3.345,13.3987,9.1647,6.0561,7.6469,6.1874,10.9891,7.2857,0,5.5702,4.1629,7.3369,6.544,5.2611,3.5324,8.943
Sample.130,5.3184,10.3372,6.5656,10.7547,3.2989,3.2989,9.1802,7.6498,6.5107,6.0537,10.7998,8.6932,1.8689,4.5301,0,8.1176,7.748,6.5247,1.469,7.3312
Sample.131,4.5733,10.3847,2.1727,7.8061,2.1727,12.2593,9.0663,8.5697,4.5192,4.9865,10.4826,5.8364,0,3.8235,3.5269,7.4702,7.6945,6.1884,0,5.3073
Sample.132,5.8154,11.2468,7.9968,9.5392,6.8025,10.8914,8.9861,9.8771,5.4701,6.0937,10.6779,4.137,7.2409,4.137,0.9425,7.6514,6.754,3.7977,1.9129,6.327
Sample.133,8.3385,6.8567,0.7733,8.8661,6.4399,2.6989,8.8975,8.4377,6.7129,5.2701,11.8363,3.9245,1.0453,5.9374,0.7733,9.9991,7.5992,5.5135,3.7067,8.5375
Sample.134,8.1516,5.4582,0,7.995,13.8424,12.8027,9.1675,8.5607,4.6303,5.1593,8.9068,2.4778,0,2.697,0,4.8746,7.5364,5.5734,2.4778,9.0076
Sample.135,9.2023,9.6789,3.203,9.1949,3.517,11.3152,9.2402,8.2724,6.9644,5.6077,10.6038,4.9472,4.4526,2.8012,3.3155,7.3679,7.2666,6.1678,1.9946,8.9361
Sample.136,7.5473,5.8501,2.6058,9.1804,5.548,11.9308,10.0693,8.3862,5.6765,3.8883,10.9,2.9147,5.3307,3.169,1.6691,7.9031,8.0801,5.6349,0.788,8.2343
Sample.137,5.391,6.855,0,10.7478,4.7238,2.2881,8.0978,6.6058,8.56,5.7445,8.8267,8.8967,2.1799,5.2773,0,7.4165,7.0975,6.0204,5.2449,8.0903
Sample.138,4.1364,6.0882,1.2523,10.4595,3.8896,2.7622,10.041,7.8439,6.2928,4.6547,10.7228,3.9554,0,3.9554,0,8.3812,7.6688,5.9818,3.5918,9.6412
Sample.139,6.9485,8.7768,0,9.1597,1.0973,12.2731,10.0346,9.741,5.7239,3.4177,10.2045,6.7102,0,3.3387,1.0973,8.4119,5.9401,6.2734,2.3186,7.1871
Sample.140,9.0232,9.1885,0.5862,9.7543,5.0479,10.8168,10.1329,9.4935,6.3611,2.8104,6.9461,2.3248,0,3.9576,0,5.9693,5.9922,6.242,0.5862,8.4109
Sample.141,6.6136,6.9076,0.3914,8.2813,13.5776,2.8415,9.6697,7.1325,6.3799,4.7972,8.6791,4.2058,0.3914,3.5739,0.3914,6.5575,7.8163,5.8971,2.7247,7.0433
Sample.142,3.2802,10.0561,0,7.3876,3.2802,1.3948,9.4429,4.6913,4.8523,6.3037,6.2302,1.8538,2.018,9.166,0,5.1817,4.2039,6.1878,1.6684,4.4823
Sample.143,7.9044,7.0737,2.0713,9.0526,2.7234,13.1763,9.3939,10.3501,6.4105,6.3831,7.9236,5.9319,2.537,4.8591,0,7.2434,7.885,7.2735,2.3229,9.2665
Sample.144,9.5891,8.1436,6.6241,10.2101,4.4875,14.0687,9.7507,8.1314,6.5527,6.725,10.1398,4.8864,4.2674,5.3466,0,7.5572,6.8091,4.9246,5.2187,9.0294
Sample.145,7.0255,9.0647,8.4319,8.2188,1.5632,0,8.5353,5.128,6.1021,6.9217,9.4691,8.3788,1.6778,4.5232,2.4327,7.2735,7.1121,6.2251,1.9755,7.7105
Sample.146,5.3951,6.0903,0,8.127,4.6466,12.7815,9.6841,6.7577,6.1927,4.8101,7.9158,3.5876,0,3.7031,0,6.6611,8.5107,5.6753,0,8.0582
Sample.147,3.9732,4.7687,0,8.5424,13.1273,14.6838,10.3057,8.1792,7.0246,2.6443,8.0422,2.8684,3.2332,4.3152,0,5.7701,8.4844,6.4964,3.0623,8.7885
Sample.148,2.8502,6.0967,0,7.4723,0.9163,13.1858,9.2933,4.8774,4.2952,5.386,7.3284,4.4201,0,3.9257,0.9163,4.7876,6.2048,4.7876,1.4723,9.0923
Sample.149,5.9,8.3558,7.0161,8.7738,1.5033,0,9.9133,8.1707,6.1253,4.924,10.0668,4.7381,0,4.2742,0,6.8192,6.6842,5.8777,5.922,9.4014
Sample.150,7.9887,6.8467,1.5121,10.146,13.7051,14.4435,9.4919,8.3742,6.9626,5.7241,10.5868,3.5075,4.5605,6.3269,0,5.6622,6.7307,5.3964,3.1341,7.5777
